Customer_ID,Acquisition Week,Weeks Since Acquisition,Retention Percentage,Monetary Value,Churn Probability,Prescriptive Action,Projected 12-Week Revenue_At_Risk,Net Protected Revenue (25%)
3907,4,4,0.4981,1770.61,0.2668,HOLD: Monitor Only,141.71,0.0
3908,26,9,0.2674,760.46,0.958,DEPLOY: $5 Standard Discount Email,218.57,54.64
3909,27,20,0.0653,2357.1,0.2762,HOLD: Monitor Only,195.29,0.0
3910,46,4,0.4771,1334.53,0.4646,HOLD: Monitor Only,186.01,0.0
3911,43,0,0.8459,3431.59,0.2129,HOLD: Monitor Only,219.16,0.0
3912,27,25,0.0779,112.91,0.982,DEPLOY: $5 Standard Discount Email,33.26,8.32
3913,42,4,0.521,6938.25,0.1313,HOLD: Monitor Only,273.29,0.0
3914,51,1,0.7223,4369.75,0.1652,HOLD: Monitor Only,216.58,0.0
3915,50,2,0.6602,6086.66,0.3578,HOLD: Monitor Only,653.38,0.0
3916,6,12,0.1709,5301.07,0.2542,HOLD: Monitor Only,404.31,0.0
3917,15,27,0.0913,2634.79,0.8841,DEPLOY: $15 VIP Win-Back Coupon,698.86,174.72
3918,30,0,0.8882,837.47,0.2737,HOLD: Monitor Only,68.77,0.0
3919,42,10,0.1935,3059.84,0.2634,HOLD: Monitor Only,241.8,0.0
3920,37,0,0.8435,2559.19,0.4749,HOLD: Monitor Only,364.64,0.0
3921,37,10,0.1815,5176.45,0.9955,DEPLOY: $15 VIP Win-Back Coupon,1545.9,386.47
3922,42,1,0.7048,3812.27,0.2129,HOLD: Monitor Only,243.47,0.0
3923,37,15,0.1018,2024.5,0.3592,HOLD: Monitor Only,218.18,0.0
3924,35,12,0.1947,3040.43,0.3783,HOLD: Monitor Only,345.05,0.0
3925,23,6,0.384,3381.51,0.3967,HOLD: Monitor Only,402.41,0.0
3926,6,32,0.0726,6674.14,0.4839,HOLD: Monitor Only,968.98,0.0
3927,4,25,0.081,14516.73,0.0083,HOLD: Monitor Only,36.34,0.0
3928,18,0,0.8597,3701.52,0.4839,HOLD: Monitor Only,537.38,0.0
3929,9,37,0.0553,3400.4,0.0772,HOLD: Monitor Only,78.72,0.0
3930,49,1,0.7359,1383.55,0.3266,HOLD: Monitor Only,135.54,0.0
3931,29,16,0.143,1197.53,0.861,DEPLOY: $5 Standard Discount Email,309.32,77.33
3932,13,5,0.4281,756.73,0.297,HOLD: Monitor Only,67.43,0.0
3933,47,5,0.4384,38.87,0.6456,HOLD: Monitor Only,7.53,0.0
3934,52,1,0.692,660.47,0.299,HOLD: Monitor Only,59.25,0.0
3935,17,23,0.0519,1469.57,0.947,DEPLOY: $5 Standard Discount Email,417.49,104.37
3936,45,1,0.7582,1251.99,0.4862,HOLD: Monitor Only,182.62,0.0
3937,32,8,0.2776,3127.3,0.3855,HOLD: Monitor Only,361.7,0.0
3938,48,3,0.5322,688.95,0.6437,HOLD: Monitor Only,133.05,0.0
3939,22,9,0.2702,726.32,0.3932,HOLD: Monitor Only,85.68,0.0
3940,4,16,0.1226,143.1,0.8361,DEPLOY: $5 Standard Discount Email,35.9,8.97
3941,5,28,0.0539,3183.43,0.3354,HOLD: Monitor Only,320.29,0.0
3942,37,5,0.4581,623.03,0.6716,HOLD: Monitor Only,125.52,0.0
3943,41,5,0.4546,765.7,0.4268,HOLD: Monitor Only,98.04,0.0
3944,49,1,0.7348,3560.64,0.3597,HOLD: Monitor Only,384.25,0.0
3945,13,38,0.0671,626.86,0.473,HOLD: Monitor Only,88.95,0.0
3946,34,11,0.1589,2853.8,0.1758,HOLD: Monitor Only,150.48,0.0
3947,45,2,0.6645,424.98,0.401,HOLD: Monitor Only,51.13,0.0
3948,22,13,0.1421,1762.79,0.724,DEPLOY: $5 Standard Discount Email,382.88,95.72
3949,23,21,0.0552,869.93,0.2473,HOLD: Monitor Only,64.55,0.0
3950,51,2,0.6069,1313.49,0.5025,HOLD: Monitor Only,198.02,0.0
3951,3,22,0.0423,11092.41,0.4497,HOLD: Monitor Only,1496.43,0.0
3952,42,6,0.3969,252.86,0.9484,DEPLOY: $5 Standard Discount Email,71.94,17.99
3953,34,7,0.3426,9965.58,0.2881,HOLD: Monitor Only,861.22,0.0
3954,32,17,0.0971,600.32,0.1275,HOLD: Monitor Only,22.96,0.0
3955,45,8,0.3081,5130.19,0.9781,DEPLOY: $15 VIP Win-Back Coupon,1505.31,376.33
3956,51,0,0.8381,6507.95,0.0767,HOLD: Monitor Only,149.71,0.0
3957,49,4,0.4955,3030.72,0.3616,HOLD: Monitor Only,328.73,0.0
3958,21,9,0.2477,419.0,0.979,DEPLOY: $5 Standard Discount Email,123.06,30.77
3959,46,4,0.4867,2507.18,0.3506,HOLD: Monitor Only,263.74,0.0
3960,44,6,0.3571,39006.15,0.338,HOLD: Monitor Only,3955.66,0.0
3961,21,8,0.2758,1832.59,0.2824,HOLD: Monitor Only,155.26,0.0
3962,44,3,0.571,1602.02,0.3785,HOLD: Monitor Only,181.92,0.0
3963,11,1,0.7527,1427.29,0.3627,HOLD: Monitor Only,155.28,0.0
3964,39,8,0.2827,3356.57,0.3499,HOLD: Monitor Only,352.36,0.0
3965,4,12,0.1517,1628.45,0.4546,HOLD: Monitor Only,222.07,0.0
3966,51,1,0.788,2544.04,0.1482,HOLD: Monitor Only,113.13,0.0
3967,1,50,0.0512,1273.1,0.2242,HOLD: Monitor Only,85.62,0.0
3968,28,25,0.0751,521.39,0.8251,DEPLOY: $5 Standard Discount Email,129.07,32.27
3969,24,1,0.7133,29333.42,0.3543,HOLD: Monitor Only,3117.99,0.0
3970,35,2,0.667,1610.05,0.4049,HOLD: Monitor Only,195.57,0.0
3971,13,37,0.0805,40000.0,0.2225,HOLD: Monitor Only,2670.12,0.0
3972,47,2,0.6085,3010.61,0.7471,DEPLOY: $15 VIP Win-Back Coupon,674.73,168.68
3973,34,9,0.2553,3714.42,0.5267,HOLD: Monitor Only,586.92,0.0
3974,11,5,0.4243,1247.45,0.4653,HOLD: Monitor Only,174.11,0.0
3975,36,15,0.1821,887.54,0.6999,HOLD: Monitor Only,186.37,0.0
3976,51,0,0.8789,1281.77,0.4975,HOLD: Monitor Only,191.3,0.0
3977,17,18,0.0747,665.96,0.9959,DEPLOY: $5 Standard Discount Email,198.96,49.74
3978,35,2,0.6281,596.08,0.8743,DEPLOY: $5 Standard Discount Email,156.35,39.09
3979,18,17,0.0946,15390.74,0.0806,HOLD: Monitor Only,372.24,0.0
3980,40,6,0.3827,4720.66,0.5886,HOLD: Monitor Only,833.59,0.0
3981,22,8,0.3224,10914.22,0.4873,HOLD: Monitor Only,1595.64,0.0
3982,24,19,0.0985,6973.55,0.439,HOLD: Monitor Only,918.46,0.0
3983,19,11,0.2137,878.62,0.5994,HOLD: Monitor Only,158.01,0.0
3984,37,4,0.4758,284.97,0.8224,DEPLOY: $5 Standard Discount Email,70.31,17.58
3985,39,2,0.6526,1040.89,0.729,DEPLOY: $5 Standard Discount Email,227.66,56.91
3986,21,10,0.2191,2018.68,0.0804,HOLD: Monitor Only,48.71,0.0
3987,8,29,0.0275,7138.17,0.0309,HOLD: Monitor Only,66.22,0.0
3988,28,3,0.5687,1693.37,0.279,HOLD: Monitor Only,141.75,0.0
3989,5,4,0.4889,40000.0,0.0539,HOLD: Monitor Only,646.23,0.0
3990,17,0,0.8281,1075.74,0.7316,DEPLOY: $5 Standard Discount Email,236.1,59.03
3991,37,11,0.2365,3674.86,0.9845,DEPLOY: $15 VIP Win-Back Coupon,1085.4,271.35
3992,36,12,0.1669,881.56,0.9977,DEPLOY: $5 Standard Discount Email,263.85,65.96
3993,19,1,0.7507,2944.04,0.151,HOLD: Monitor Only,133.33,0.0
3994,27,4,0.4818,1555.13,0.2861,HOLD: Monitor Only,133.47,0.0
3995,34,12,0.2131,1341.58,0.989,DEPLOY: $5 Standard Discount Email,398.06,99.52
3996,11,15,0.1296,860.44,0.9927,DEPLOY: $5 Standard Discount Email,256.25,64.06
3997,45,7,0.2965,2158.25,0.1142,HOLD: Monitor Only,73.92,0.0
3998,47,2,0.6589,4931.54,0.3751,HOLD: Monitor Only,555.0,0.0
3999,12,21,0.1151,561.11,0.3842,HOLD: Monitor Only,64.67,0.0
4000,21,10,0.22,1705.67,0.9187,DEPLOY: $5 Standard Discount Email,470.1,117.53
4001,11,28,0.0756,3267.44,0.1416,HOLD: Monitor Only,138.76,0.0
4002,39,2,0.6452,4102.98,0.6799,HOLD: Monitor Only,836.84,0.0
4003,28,15,0.1267,16909.54,0.1993,HOLD: Monitor Only,1010.88,0.0
4004,5,14,0.1648,3620.67,0.4599,HOLD: Monitor Only,499.58,0.0
4005,17,30,0.0429,1118.76,0.1282,HOLD: Monitor Only,43.02,0.0
4006,20,15,0.135,914.52,0.0995,HOLD: Monitor Only,27.31,0.0
4007,41,9,0.2625,901.17,0.7445,DEPLOY: $5 Standard Discount Email,201.28,50.32
4008,46,0,0.8544,842.88,0.2846,HOLD: Monitor Only,71.96,0.0
4009,12,31,0.0421,2342.29,0.0133,HOLD: Monitor Only,9.37,0.0
4010,6,1,0.7798,2994.88,0.2662,HOLD: Monitor Only,239.18,0.0
4011,17,23,0.1006,4863.21,0.1835,HOLD: Monitor Only,267.7,0.0
4012,51,2,0.6625,4015.81,0.2684,HOLD: Monitor Only,323.31,0.0
4013,19,1,0.7672,8065.32,0.0692,HOLD: Monitor Only,167.45,0.0
4014,26,5,0.4293,810.21,0.2727,HOLD: Monitor Only,66.28,0.0
4015,48,2,0.6352,12884.51,0.9675,DEPLOY: $15 VIP Win-Back Coupon,3739.63,934.91
4016,44,7,0.3082,849.3,0.8495,DEPLOY: $5 Standard Discount Email,216.44,54.11
4017,44,9,0.2433,2744.95,0.6022,HOLD: Monitor Only,495.87,0.0
4018,52,0,0.8297,1431.23,0.3669,HOLD: Monitor Only,157.52,0.0
4019,32,2,0.6321,1756.93,0.241,HOLD: Monitor Only,127.04,0.0
4020,6,13,0.1693,4051.11,0.9968,DEPLOY: $15 VIP Win-Back Coupon,1211.46,302.86
4021,36,15,0.1526,321.79,0.2728,HOLD: Monitor Only,26.33,0.0
4022,38,0,0.8677,667.23,0.4844,HOLD: Monitor Only,96.96,0.0
4023,11,2,0.6192,4442.94,0.088,HOLD: Monitor Only,117.29,0.0
4024,33,17,0.1262,1803.38,0.0565,HOLD: Monitor Only,30.58,0.0
4025,24,8,0.3138,1328.84,0.7018,DEPLOY: $5 Standard Discount Email,279.79,69.95
4026,23,5,0.4228,471.01,0.9887,DEPLOY: $5 Standard Discount Email,139.7,34.93
4027,15,22,0.1035,1340.06,0.3217,HOLD: Monitor Only,129.34,0.0
4028,27,20,0.1073,4093.42,0.1712,HOLD: Monitor Only,210.28,0.0
4029,11,0,0.8247,919.5,0.3929,HOLD: Monitor Only,108.39,0.0
4030,51,0,0.8938,9291.69,0.1539,HOLD: Monitor Only,429.08,0.0
4031,50,2,0.6283,6583.11,0.0821,HOLD: Monitor Only,162.2,0.0
4032,17,5,0.447,1187.89,0.098,HOLD: Monitor Only,34.92,0.0
4033,51,2,0.6611,886.06,0.3649,HOLD: Monitor Only,97.0,0.0
4034,14,35,0.0297,65.54,0.7406,DEPLOY: $5 Standard Discount Email,14.56,3.64
4035,27,12,0.1858,496.59,0.9973,DEPLOY: $5 Standard Discount Email,148.58,37.14
4036,18,16,0.1408,461.28,0.5869,HOLD: Monitor Only,81.21,0.0
4037,28,7,0.3053,324.68,0.6001,HOLD: Monitor Only,58.45,0.0
4038,51,1,0.7406,1731.65,0.1245,HOLD: Monitor Only,64.7,0.0
4039,47,3,0.58,2629.36,0.0304,HOLD: Monitor Only,24.01,0.0
4040,47,2,0.6638,15955.94,0.2403,HOLD: Monitor Only,1150.47,0.0
4041,4,11,0.1957,1958.22,0.4624,HOLD: Monitor Only,271.62,0.0
4042,7,38,0.0836,157.55,0.4712,HOLD: Monitor Only,22.27,0.0
4043,45,1,0.7647,737.09,0.2089,HOLD: Monitor Only,46.19,0.0
4044,35,13,0.1686,3761.89,0.9982,DEPLOY: $15 VIP Win-Back Coupon,1126.48,281.62
4045,48,5,0.4147,1639.76,0.6915,HOLD: Monitor Only,340.16,0.0
4046,9,22,0.0562,5055.31,0.0339,HOLD: Monitor Only,51.39,0.0
4047,8,29,0.0679,976.04,0.4668,HOLD: Monitor Only,136.69,0.0
4048,52,0,0.8793,7204.38,0.1111,HOLD: Monitor Only,240.06,0.0
4049,45,8,0.288,2429.0,0.9351,DEPLOY: $5 Standard Discount Email,681.43,170.36
4050,17,20,0.0726,2504.32,0.9983,DEPLOY: $15 VIP Win-Back Coupon,750.02,187.51
4051,17,10,0.245,2164.5,0.9368,DEPLOY: $5 Standard Discount Email,608.3,152.07
4052,49,4,0.4925,721.85,0.7798,DEPLOY: $5 Standard Discount Email,168.88,42.22
4053,33,2,0.653,1688.12,0.1346,HOLD: Monitor Only,68.18,0.0
4054,32,16,0.1121,2572.19,0.995,DEPLOY: $15 VIP Win-Back Coupon,767.8,191.95
4055,8,1,0.7312,336.71,0.7001,DEPLOY: $5 Standard Discount Email,70.72,17.68
4056,19,23,0.0648,1989.25,0.9887,DEPLOY: $5 Standard Discount Email,590.04,147.51
4057,38,14,0.1579,7768.66,0.2057,HOLD: Monitor Only,479.44,0.0
4058,3,32,0.0498,3042.95,0.4038,HOLD: Monitor Only,368.6,0.0
4059,5,38,0.0645,9327.74,0.0231,HOLD: Monitor Only,64.64,0.0
4060,13,29,0.0479,2949.15,0.9916,DEPLOY: $15 VIP Win-Back Coupon,877.29,219.32
4061,47,5,0.4378,615.75,0.973,DEPLOY: $5 Standard Discount Email,179.74,44.94
4062,46,4,0.5031,4669.99,0.1969,HOLD: Monitor Only,275.81,0.0
4063,31,18,0.1104,459.79,0.5171,HOLD: Monitor Only,71.32,0.0
4064,16,27,0.0823,1407.93,0.3406,HOLD: Monitor Only,143.85,0.0
4065,50,3,0.5505,1298.29,0.1064,HOLD: Monitor Only,41.45,0.0
4066,32,10,0.2424,801.16,0.3475,HOLD: Monitor Only,83.53,0.0
4067,22,22,0.0842,31406.2,0.1215,HOLD: Monitor Only,1144.6,0.0
4068,29,24,0.0557,1657.1,0.6279,HOLD: Monitor Only,312.16,0.0
4069,22,1,0.7004,15868.23,0.1385,HOLD: Monitor Only,659.11,0.0
4070,43,7,0.2961,2730.69,0.6923,HOLD: Monitor Only,567.1,0.0
4071,3,40,0.0078,675.12,0.0893,HOLD: Monitor Only,18.09,0.0
4072,10,26,0.0747,1105.99,0.6897,HOLD: Monitor Only,228.83,0.0
4073,42,2,0.6362,1726.45,0.3019,HOLD: Monitor Only,156.36,0.0
4074,21,1,0.7403,1199.7,0.4193,HOLD: Monitor Only,150.9,0.0
4075,16,36,0.05,1301.48,0.9471,DEPLOY: $5 Standard Discount Email,369.81,92.45
4076,12,20,0.1015,3599.29,0.019,HOLD: Monitor Only,20.49,0.0
4077,2,4,0.5013,2803.0,0.4775,HOLD: Monitor Only,401.51,0.0
4078,41,3,0.561,4138.1,0.1883,HOLD: Monitor Only,233.75,0.0
4079,24,12,0.1843,11293.94,0.3582,HOLD: Monitor Only,1213.61,0.0
4080,35,5,0.4308,1026.81,0.1154,HOLD: Monitor Only,35.54,0.0
4081,30,19,0.1241,6882.04,0.344,HOLD: Monitor Only,710.15,0.0
4082,30,17,0.0724,9626.96,0.8802,DEPLOY: $15 VIP Win-Back Coupon,2542.09,635.52
4083,47,0,0.8366,8541.41,0.1605,HOLD: Monitor Only,411.25,0.0
4084,35,1,0.7559,218.78,0.5112,HOLD: Monitor Only,33.55,0.0
4085,19,31,0.0798,15634.32,0.0346,HOLD: Monitor Only,162.27,0.0
4086,50,1,0.7471,842.46,0.2039,HOLD: Monitor Only,51.52,0.0
4087,8,5,0.4242,198.58,0.783,DEPLOY: $5 Standard Discount Email,46.64,11.66
4088,26,8,0.3282,15179.97,0.0678,HOLD: Monitor Only,308.78,0.0
4089,49,0,0.8536,3347.89,0.4402,HOLD: Monitor Only,442.16,0.0
4090,40,2,0.6433,3517.99,0.3498,HOLD: Monitor Only,369.22,0.0
4091,7,32,0.0832,1213.8,0.3095,HOLD: Monitor Only,112.71,0.0
4092,30,0,0.8595,2249.62,0.1245,HOLD: Monitor Only,84.01,0.0
4093,7,4,0.5078,1529.69,0.2748,HOLD: Monitor Only,126.11,0.0
4094,3,12,0.2034,854.88,0.9435,DEPLOY: $5 Standard Discount Email,241.98,60.49
4095,1,18,0.0963,1858.62,0.9972,DEPLOY: $5 Standard Discount Email,556.01,139.0
4096,36,11,0.239,2070.96,0.1615,HOLD: Monitor Only,100.31,0.0
4097,25,15,0.0851,370.2,0.9553,DEPLOY: $5 Standard Discount Email,106.1,26.52
4098,37,2,0.6031,1932.86,0.3235,HOLD: Monitor Only,187.57,0.0
4099,1,11,0.19,211.66,0.4711,HOLD: Monitor Only,29.91,0.0
4100,15,29,0.0519,18113.66,0.3989,HOLD: Monitor Only,2167.76,0.0
4101,37,4,0.4963,1598.63,0.9967,DEPLOY: $5 Standard Discount Email,478.0,119.5
4102,13,33,0.0419,499.8,0.2068,HOLD: Monitor Only,31.01,0.0
4103,40,5,0.4277,3347.14,0.0454,HOLD: Monitor Only,45.59,0.0
4104,8,38,0.0486,738.01,0.5772,HOLD: Monitor Only,127.79,0.0
4105,5,12,0.2223,1745.67,0.9596,DEPLOY: $5 Standard Discount Email,502.55,125.64
4106,9,2,0.6266,3123.16,0.345,HOLD: Monitor Only,323.23,0.0
4107,1,52,0.0167,533.77,0.5022,HOLD: Monitor Only,80.42,0.0
4108,36,4,0.5114,18763.17,0.9684,DEPLOY: $15 VIP Win-Back Coupon,5451.28,1362.82
4109,35,7,0.3157,21034.04,0.995,DEPLOY: $15 VIP Win-Back Coupon,6278.63,1569.66
4110,2,32,0.0548,962.42,0.1173,HOLD: Monitor Only,33.87,0.0
4111,40,7,0.317,469.66,0.9368,DEPLOY: $5 Standard Discount Email,132.0,33.0
4112,23,23,0.0901,957.18,0.6811,HOLD: Monitor Only,195.57,0.0
4113,9,19,0.0688,1020.59,0.5492,HOLD: Monitor Only,168.14,0.0
4114,34,15,0.0783,6852.85,0.1668,HOLD: Monitor Only,342.98,0.0
4115,46,1,0.7645,977.25,0.2528,HOLD: Monitor Only,74.11,0.0
4116,14,11,0.2086,448.54,0.9929,DEPLOY: $5 Standard Discount Email,133.61,33.4
4117,4,12,0.2037,2042.41,0.9511,DEPLOY: $5 Standard Discount Email,582.75,145.69
4118,30,12,0.2075,302.17,0.6246,HOLD: Monitor Only,56.62,0.0
4119,31,9,0.2391,6513.25,0.0185,HOLD: Monitor Only,36.1,0.0
4120,38,6,0.3765,3714.47,0.9604,DEPLOY: $15 VIP Win-Back Coupon,1070.17,267.54
4121,11,24,0.082,880.19,0.8716,DEPLOY: $5 Standard Discount Email,230.14,57.54
4122,35,13,0.1617,1003.39,0.7354,DEPLOY: $5 Standard Discount Email,221.36,55.34
4123,8,31,0.0514,2436.9,0.1564,HOLD: Monitor Only,114.37,0.0
4124,3,23,0.0711,481.23,0.5718,HOLD: Monitor Only,82.54,0.0
4125,14,8,0.3126,702.42,0.9785,DEPLOY: $5 Standard Discount Email,206.19,51.55
4126,13,39,0.0471,1379.54,0.8562,DEPLOY: $5 Standard Discount Email,354.35,88.59
4127,45,1,0.7506,371.47,0.9044,DEPLOY: $5 Standard Discount Email,100.79,25.2
4128,32,17,0.1194,1048.16,0.4042,HOLD: Monitor Only,127.09,0.0
4129,34,12,0.163,498.86,0.9693,DEPLOY: $5 Standard Discount Email,145.06,36.26
4130,45,1,0.7446,10010.99,0.5349,HOLD: Monitor Only,1606.55,0.0
4131,19,14,0.1172,1114.18,0.4593,HOLD: Monitor Only,153.52,0.0
4132,38,3,0.5681,580.45,0.6402,HOLD: Monitor Only,111.48,0.0
4133,16,4,0.5069,4061.63,0.7286,DEPLOY: $15 VIP Win-Back Coupon,887.81,221.95
4134,2,21,0.1067,850.49,0.526,HOLD: Monitor Only,134.2,0.0
4135,40,8,0.2719,481.55,0.7193,DEPLOY: $5 Standard Discount Email,103.91,25.98
4136,17,9,0.2467,5245.03,0.9891,DEPLOY: $15 VIP Win-Back Coupon,1556.3,389.07
4137,34,17,0.1181,1226.88,0.6881,HOLD: Monitor Only,253.25,0.0
4138,42,0,0.8405,4960.32,0.2396,HOLD: Monitor Only,356.61,0.0
4139,16,17,0.0739,1775.67,0.6864,HOLD: Monitor Only,365.67,0.0
4140,38,6,0.3644,2111.26,0.479,HOLD: Monitor Only,303.36,0.0
4141,2,3,0.5657,3553.95,0.5711,HOLD: Monitor Only,608.95,0.0
4142,2,25,0.0902,844.05,0.363,HOLD: Monitor Only,91.92,0.0
4143,26,4,0.5228,683.85,0.9972,DEPLOY: $5 Standard Discount Email,204.58,51.14
4144,13,15,0.1368,7648.04,0.0785,HOLD: Monitor Only,180.0,0.0
4145,47,2,0.654,3621.72,0.6326,HOLD: Monitor Only,687.31,0.0
4146,31,17,0.1317,1667.37,0.3628,HOLD: Monitor Only,181.46,0.0
4147,34,13,0.1228,4697.76,0.2709,HOLD: Monitor Only,381.74,0.0
4148,39,14,0.1276,3457.12,0.1405,HOLD: Monitor Only,145.76,0.0
4149,3,48,0.0526,5608.08,0.4352,HOLD: Monitor Only,732.27,0.0
4150,8,32,0.0877,458.79,0.7309,DEPLOY: $5 Standard Discount Email,100.6,25.15
4151,23,24,0.0845,1674.02,0.3269,HOLD: Monitor Only,164.17,0.0
4152,14,20,0.0964,7014.7,0.1167,HOLD: Monitor Only,245.51,0.0
4153,27,16,0.118,13530.11,0.6297,HOLD: Monitor Only,2555.84,0.0
4154,29,22,0.088,950.39,0.1872,HOLD: Monitor Only,53.38,0.0
4155,39,8,0.279,2188.56,0.8917,DEPLOY: $5 Standard Discount Email,585.46,146.37
4156,39,10,0.2129,1850.48,0.323,HOLD: Monitor Only,179.3,0.0
4157,1,16,0.1087,406.26,0.738,DEPLOY: $5 Standard Discount Email,89.95,22.49
4158,17,13,0.1906,1280.4,0.278,HOLD: Monitor Only,106.77,0.0
4159,41,12,0.1654,271.94,0.9561,DEPLOY: $5 Standard Discount Email,78.0,19.5
4160,30,19,0.0883,1479.14,0.3744,HOLD: Monitor Only,166.12,0.0
4161,13,29,0.0697,520.29,0.6292,HOLD: Monitor Only,98.21,0.0
4162,21,18,0.0862,2216.97,0.7222,DEPLOY: $5 Standard Discount Email,480.36,120.09
4163,19,12,0.1868,1246.54,0.4432,HOLD: Monitor Only,165.73,0.0
4164,19,17,0.117,1222.95,0.6068,HOLD: Monitor Only,222.64,0.0
4165,25,22,0.067,11662.17,0.1955,HOLD: Monitor Only,683.86,0.0
4166,22,29,0.0551,1968.39,0.303,HOLD: Monitor Only,178.92,0.0
4167,31,13,0.1449,17220.69,0.8726,DEPLOY: $15 VIP Win-Back Coupon,4507.89,1126.97
4168,17,32,0.0842,3089.13,0.203,HOLD: Monitor Only,188.14,0.0
4169,23,6,0.3804,4811.02,0.2598,HOLD: Monitor Only,374.97,0.0
4170,32,7,0.309,636.87,0.759,DEPLOY: $5 Standard Discount Email,145.02,36.25
4171,10,17,0.115,786.49,0.6772,HOLD: Monitor Only,159.79,0.0
4172,10,8,0.2944,1845.89,0.5163,HOLD: Monitor Only,285.93,0.0
4173,36,0,0.8051,7751.88,0.2174,HOLD: Monitor Only,505.58,0.0
4174,8,31,0.0845,1169.64,0.4316,HOLD: Monitor Only,151.43,0.0
4175,52,0,0.8302,324.49,0.4947,HOLD: Monitor Only,48.16,0.0
4176,20,16,0.1644,2914.89,0.0205,HOLD: Monitor Only,17.97,0.0
4177,32,18,0.1197,1952.32,0.097,HOLD: Monitor Only,56.83,0.0
4178,50,2,0.6201,933.36,0.7205,DEPLOY: $5 Standard Discount Email,201.74,50.44
4179,14,5,0.4216,1155.54,0.9595,DEPLOY: $5 Standard Discount Email,332.62,83.16
4180,50,2,0.6611,635.69,0.5675,HOLD: Monitor Only,108.23,0.0
4181,28,23,0.0706,5479.06,0.1637,HOLD: Monitor Only,269.11,0.0
4182,46,4,0.5126,1859.36,0.4179,HOLD: Monitor Only,233.12,0.0
4183,52,1,0.731,2412.87,0.1643,HOLD: Monitor Only,118.9,0.0
4184,24,19,0.0947,883.85,0.7474,DEPLOY: $5 Standard Discount Email,198.19,49.55
4185,15,24,0.0909,8986.45,0.7056,DEPLOY: $15 VIP Win-Back Coupon,1902.36,475.59
4186,22,3,0.5722,2356.55,0.0318,HOLD: Monitor Only,22.45,0.0
4187,30,9,0.2389,138.47,0.626,HOLD: Monitor Only,26.0,0.0
4188,4,9,0.2661,3140.0,0.8863,DEPLOY: $15 VIP Win-Back Coupon,834.9,208.73
4189,13,23,0.0787,1316.61,0.9922,DEPLOY: $5 Standard Discount Email,391.9,97.98
4190,23,20,0.0716,1485.14,0.9795,DEPLOY: $5 Standard Discount Email,436.42,109.11
4191,8,10,0.2007,5957.64,0.427,HOLD: Monitor Only,763.08,0.0
4192,18,26,0.0276,2010.8,0.0885,HOLD: Monitor Only,53.4,0.0
4193,12,15,0.1284,14112.42,0.5041,HOLD: Monitor Only,2134.28,0.0
4194,31,16,0.1215,2052.29,0.3017,HOLD: Monitor Only,185.73,0.0
4195,14,15,0.1444,1032.83,0.5282,HOLD: Monitor Only,163.66,0.0
4196,34,6,0.3917,205.21,0.6761,HOLD: Monitor Only,41.62,0.0
4197,18,15,0.126,763.99,0.7932,DEPLOY: $5 Standard Discount Email,181.8,45.45
4198,34,2,0.641,1228.2,0.9452,DEPLOY: $5 Standard Discount Email,348.26,87.06
4199,11,15,0.1191,10504.36,0.5302,HOLD: Monitor Only,1670.69,0.0
4200,41,7,0.3317,1040.37,0.3815,HOLD: Monitor Only,119.09,0.0
4201,12,11,0.223,12970.26,0.1169,HOLD: Monitor Only,454.72,0.0
4202,49,2,0.6447,455.79,0.5886,HOLD: Monitor Only,80.48,0.0
4203,15,20,0.1131,715.54,0.7267,DEPLOY: $5 Standard Discount Email,155.99,39.0
4204,31,17,0.1315,6990.95,0.6207,HOLD: Monitor Only,1301.88,0.0
4205,49,2,0.6718,885.24,0.3649,HOLD: Monitor Only,96.91,0.0
4206,29,3,0.5627,6762.0,0.525,HOLD: Monitor Only,1065.05,0.0
4207,26,15,0.1237,670.78,0.5955,HOLD: Monitor Only,119.82,0.0
4208,18,16,0.135,756.49,0.4859,HOLD: Monitor Only,110.27,0.0
4209,32,8,0.2835,3905.8,0.7149,DEPLOY: $15 VIP Win-Back Coupon,837.72,209.43
4210,22,5,0.4397,682.14,0.5772,HOLD: Monitor Only,118.11,0.0
4211,38,7,0.3167,1300.77,0.3406,HOLD: Monitor Only,132.92,0.0
4212,17,26,0.0496,2903.68,0.8637,DEPLOY: $15 VIP Win-Back Coupon,752.34,188.09
4213,23,19,0.1206,1335.25,0.6446,HOLD: Monitor Only,258.23,0.0
4214,24,24,0.0516,920.49,0.9935,DEPLOY: $5 Standard Discount Email,274.35,68.59
4215,50,1,0.759,424.68,0.4249,HOLD: Monitor Only,54.13,0.0
4216,8,8,0.3027,10292.74,0.1671,HOLD: Monitor Only,516.06,0.0
4217,41,11,0.2055,12878.76,0.0355,HOLD: Monitor Only,137.35,0.0
4218,6,37,0.0153,2684.37,0.3337,HOLD: Monitor Only,268.76,0.0
4219,5,2,0.6724,1368.48,0.066,HOLD: Monitor Only,27.11,0.0
4220,44,3,0.5414,1461.76,0.6027,HOLD: Monitor Only,264.31,0.0
4221,29,5,0.447,4908.05,0.3906,HOLD: Monitor Only,575.1,0.0
4222,28,6,0.3614,6236.28,0.2063,HOLD: Monitor Only,386.05,0.0
4223,11,32,0.0412,945.6,0.4503,HOLD: Monitor Only,127.73,0.0
4224,1,0,0.8634,6565.14,0.1091,HOLD: Monitor Only,214.78,0.0
